,Actual Mixture,Fructose,HMF,Levulinic Acid,Formic Acid,Sum
904.4652,6.16E-04,4.31E-04,-2.26E-04,-2.56E-04,4.70E-05,-3.509670E-06
906.3937,1.76E-04,5.97E-04,2.90E-04,-5.83E-04,6.08E-05,3.643870E-04
908.3222,-3.14E-04,3.66E-04,3.18E-04,-6.72E-04,-1.39E-04,-1.267695E-04
910.2507,2.02E-04,-1.14E-04,3.06E-04,-3.42E-04,-3.15E-04,-4.645116E-04
912.1792,6.03E-04,2.48E-04,6.90E-04,1.81E-04,-2.85E-04,8.331165E-04
914.1077,6.77E-06,3.76E-04,3.60E-04,6.04E-04,7.43E-05,1.413338E-03
916.0362,5.00E-04,1.37E-04,-1.90E-04,3.27E-04,8.49E-05,3.593310E-04
917.9647,9.10E-04,3.45E-04,-1.66E-04,-1.03E-04,6.19E-05,1.382030E-04
919.8932,9.58E-04,7.65E-04,-5.18E-05,-5.87E-04,2.09E-04,3.354690E-04
921.8217,9.78E-04,9.50E-04,-6.75E-05,-3.48E-04,-2.99E-04,2.354801E-04
923.7502,4.28E-04,1.39E-03,-2.81E-04,2.71E-04,-1.69E-04,1.211299E-03
925.6786,-8.66E-05,1.30E-03,-8.55E-05,3.32E-04,2.22E-04,1.772744E-03
927.6072,2.59E-04,5.36E-04,1.56E-04,6.75E-05,5.80E-04,1.339206E-03
929.5356,3.62E-04,9.98E-05,-1.21E-04,-3.34E-04,6.02E-04,2.460755E-04
931.4642,1.04E-04,5.45E-05,8.93E-05,-7.07E-05,3.43E-04,4.159063E-04
933.3926,-2.12E-04,-3.02E-05,2.32E-04,1.69E-04,7.58E-05,4.467189E-04
935.3212,-1.06E-04,2.81E-04,2.03E-04,-4.04E-04,-1.51E-04,-7.139790E-05
937.2496,2.21E-04,3.81E-04,5.94E-04,-7.49E-04,-2.08E-04,1.882550E-05
939.1782,5.60E-04,-1.89E-04,1.08E-03,-2.42E-04,-2.35E-04,4.166422E-04
941.1066,7.70E-04,-2.56E-04,1.23E-03,-1.87E-05,-3.30E-04,6.258890E-04
943.0352,6.23E-04,-1.63E-04,1.51E-03,-1.55E-04,-2.51E-04,9.362382E-04
944.9636,6.64E-04,9.87E-05,1.52E-03,2.89E-05,3.98E-05,1.687896E-03
946.8922,4.94E-04,-1.21E-04,9.05E-04,-1.80E-04,3.33E-04,9.374100E-04
948.8206,5.21E-04,-2.84E-05,6.31E-04,-4.39E-04,6.79E-04,8.427863E-04
950.7491,5.20E-04,-2.64E-05,6.33E-04,-5.13E-04,5.43E-04,6.366991E-04
952.6776,3.70E-04,-3.42E-04,7.58E-04,-5.11E-04,2.72E-04,1.774087E-04
954.6061,-1.33E-04,-6.17E-05,1.32E-03,-1.28E-04,1.73E-05,1.146884E-03
956.5346,-6.72E-05,5.86E-04,1.10E-03,4.73E-04,2.72E-04,2.435791E-03
958.4631,9.78E-04,1.01E-03,8.15E-04,1.40E-04,8.33E-04,2.796518E-03
960.3916,1.80E-03,1.24E-03,1.08E-03,-4.08E-04,6.30E-04,2.547257E-03
962.3201,2.88E-03,1.60E-03,1.28E-03,-6.29E-04,-1.18E-04,2.128624E-03
964.2486,4.30E-03,2.46E-03,1.44E-03,-4.28E-04,-1.75E-04,3.296441E-03
966.1771,5.16E-03,2.95E-03,2.30E-03,-8.37E-05,1.28E-04,5.291992E-03
968.1056,5.50E-03,2.68E-03,3.12E-03,-3.26E-05,5.79E-05,5.823677E-03
970.0341,4.74E-03,2.46E-03,2.75E-03,-9.83E-05,2.63E-05,5.135902E-03
971.9626,3.52E-03,2.51E-03,2.06E-03,-4.76E-04,-5.54E-05,4.035462E-03
973.8911,3.39E-03,2.79E-03,1.36E-03,-1.37E-04,2.98E-04,4.311840E-03
975.8196,3.80E-03,2.74E-03,9.32E-04,2.35E-04,5.67E-04,4.477133E-03
977.7481,4.05E-03,2.82E-03,8.77E-04,-4.15E-04,3.87E-04,3.671496E-03
979.6766,4.26E-03,3.09E-03,9.64E-04,-4.78E-04,-3.36E-05,3.539406E-03
981.6051,4.43E-03,2.99E-03,1.51E-03,-9.67E-05,8.23E-05,4.486507E-03
983.5336,4.44E-03,2.54E-03,2.11E-03,3.17E-04,2.36E-04,5.203190E-03
985.4621,4.63E-03,2.35E-03,2.21E-03,2.55E-04,9.30E-05,4.907948E-03
987.3906,5.05E-03,2.31E-03,2.57E-03,9.12E-05,-1.85E-04,4.786581E-03
989.3191,5.37E-03,1.89E-03,3.26E-03,-8.53E-05,-2.95E-04,4.766838E-03
991.2476,5.58E-03,1.45E-03,3.74E-03,2.60E-04,3.54E-04,5.807827E-03
993.1761,5.70E-03,1.32E-03,3.65E-03,7.05E-04,6.85E-04,6.362135E-03
995.1046,5.36E-03,1.46E-03,2.95E-03,9.30E-04,6.04E-04,5.933658E-03
997.0331,4.85E-03,1.78E-03,2.63E-03,6.80E-04,7.42E-04,5.836538E-03
998.9615,4.50E-03,1.96E-03,2.77E-03,2.88E-04,6.42E-04,5.662079E-03
1000.89,4.32E-03,1.84E-03,2.79E-03,-6.99E-05,3.36E-04,4.896971E-03
1002.819,4.82E-03,1.79E-03,2.97E-03,1.10E-04,7.46E-05,4.937834E-03
1004.747,5.28E-03,1.76E-03,2.84E-03,2.60E-04,1.87E-05,4.878430E-03
1006.676,5.91E-03,1.70E-03,2.61E-03,2.37E-04,3.91E-04,4.935007E-03
1008.604,6.88E-03,2.05E-03,3.20E-03,5.85E-04,6.69E-04,6.503762E-03
1010.533,7.72E-03,2.80E-03,4.29E-03,4.00E-04,4.78E-04,7.963285E-03
1012.461,8.76E-03,3.51E-03,4.91E-03,6.65E-05,5.79E-05,8.538833E-03
1014.39,9.73E-03,4.30E-03,5.27E-03,3.58E-04,1.96E-04,1.012109E-02
1016.318,1.03E-02,4.34E-03,5.70E-03,2.02E-04,2.15E-04,1.045815E-02
1018.247,1.10E-02,3.77E-03,6.11E-03,-1.06E-04,2.36E-04,1.000590E-02
1020.175,1.21E-02,3.70E-03,7.26E-03,-1.40E-04,5.80E-04,1.139861E-02
1022.104,1.37E-02,4.07E-03,8.82E-03,3.27E-05,5.92E-04,1.351664E-02
1024.032,1.59E-02,4.53E-03,1.02E-02,1.35E-04,2.16E-04,1.506501E-02
1025.961,1.71E-02,5.14E-03,1.14E-02,1.31E-04,1.14E-04,1.678237E-02
1027.889,1.72E-02,5.63E-03,1.13E-02,4.32E-04,2.26E-04,1.763766E-02
1029.818,1.58E-02,5.90E-03,9.36E-03,6.77E-04,2.80E-04,1.621944E-02
1031.746,1.41E-02,6.61E-03,6.87E-03,6.22E-04,-8.00E-05,1.401797E-02
1033.675,1.23E-02,7.38E-03,4.88E-03,7.81E-04,-4.32E-04,1.261115E-02
1035.603,1.09E-02,8.00E-03,3.63E-03,5.75E-04,-6.12E-04,1.159330E-02
1037.531,1.04E-02,8.16E-03,2.64E-03,2.36E-05,-3.06E-04,1.052627E-02
1039.46,9.85E-03,8.27E-03,2.12E-03,1.01E-04,7.00E-05,1.055793E-02
1041.389,9.60E-03,8.56E-03,1.53E-03,4.71E-05,4.68E-05,1.018616E-02
1043.317,9.77E-03,9.27E-03,1.09E-03,-1.26E-04,-2.89E-04,9.950616E-03
1045.245,9.96E-03,9.95E-03,1.21E-03,-5.13E-04,-5.62E-04,1.008884E-02
1047.174,1.07E-02,1.05E-02,1.15E-03,-5.21E-04,-6.30E-04,1.049307E-02
1049.103,1.17E-02,1.08E-02,8.09E-04,-9.28E-05,-3.44E-04,1.117431E-02
1051.031,1.24E-02,1.14E-02,7.90E-04,1.22E-04,1.10E-04,1.243275E-02
1052.959,1.37E-02,1.28E-02,7.06E-04,1.75E-04,-2.74E-05,1.360501E-02
1054.888,1.59E-02,1.46E-02,6.52E-04,1.85E-05,-3.89E-04,1.483747E-02
1056.817,1.75E-02,1.61E-02,3.92E-04,-8.70E-05,-1.33E-04,1.628296E-02
1058.745,1.90E-02,1.77E-02,2.00E-04,1.36E-04,4.36E-04,1.847324E-02
1060.673,2.03E-02,1.88E-02,1.87E-04,9.09E-04,8.07E-04,2.066099E-02
1062.602,2.09E-02,1.91E-02,9.44E-04,8.23E-04,1.17E-03,2.203169E-02
1064.531,2.12E-02,1.89E-02,1.53E-03,-3.07E-05,1.23E-03,2.165908E-02
1066.459,2.11E-02,1.83E-02,1.77E-03,-4.31E-04,5.31E-04,2.015740E-02
1068.387,2.05E-02,1.78E-02,2.06E-03,-7.74E-05,6.67E-04,2.049949E-02
1070.316,1.90E-02,1.66E-02,2.13E-03,3.54E-04,9.12E-04,2.000453E-02
1072.245,1.70E-02,1.47E-02,1.50E-03,1.79E-04,5.75E-04,1.698325E-02
1074.173,1.56E-02,1.34E-02,9.06E-04,9.73E-05,3.80E-04,1.478938E-02
1076.101,1.48E-02,1.31E-02,6.87E-04,-1.93E-04,4.17E-04,1.396352E-02
1078.03,1.48E-02,1.29E-02,4.80E-04,-6.40E-04,2.26E-04,1.297864E-02
1079.958,1.48E-02,1.33E-02,5.47E-05,1.22E-04,2.83E-05,1.351875E-02
1081.887,1.43E-02,1.36E-02,-1.35E-04,6.68E-04,-7.55E-05,1.408993E-02
1083.815,1.38E-02,1.35E-02,2.66E-05,1.28E-04,-2.00E-04,1.350093E-02
1085.744,1.39E-02,1.33E-02,2.40E-04,-1.04E-04,9.87E-05,1.353245E-02
1087.672,1.37E-02,1.31E-02,2.63E-05,3.29E-04,5.84E-04,1.401466E-02
1089.601,1.26E-02,1.20E-02,3.10E-05,6.53E-04,1.38E-04,1.284110E-02
1091.529,1.14E-02,1.05E-02,1.03E-04,4.24E-04,-2.70E-04,1.079439E-02
1093.458,1.03E-02,9.20E-03,2.89E-04,-1.05E-04,-4.36E-04,8.952084E-03
1095.386,9.40E-03,9.11E-03,-7.24E-06,-3.67E-04,-7.38E-04,7.998973E-03
1097.315,8.92E-03,8.83E-03,-9.12E-05,-2.83E-04,-6.80E-04,7.777027E-03
1099.243,8.57E-03,8.88E-03,-1.51E-04,-1.47E-04,-3.05E-04,8.278163E-03
1101.172,8.84E-03,9.23E-03,-2.34E-04,-6.06E-05,-3.40E-06,8.930233E-03
1103.1,9.23E-03,9.31E-03,2.50E-04,1.59E-04,1.69E-04,9.883818E-03
1105.029,9.25E-03,9.31E-03,4.62E-04,3.49E-06,5.63E-04,1.033344E-02
1106.957,9.11E-03,8.49E-03,4.77E-04,-7.01E-05,5.33E-04,9.426357E-03
1108.886,8.16E-03,7.26E-03,-1.88E-04,1.90E-04,-1.73E-04,7.091960E-03
1110.814,7.09E-03,6.39E-03,-4.11E-04,2.80E-05,-3.23E-04,5.686288E-03
1112.743,5.98E-03,5.87E-03,-2.70E-05,1.35E-04,-4.49E-04,5.529057E-03
1114.671,5.36E-03,5.59E-03,1.43E-04,1.93E-04,-5.86E-04,5.341877E-03
1116.6,5.17E-03,5.19E-03,-1.74E-05,-3.01E-04,-6.67E-06,4.864984E-03
1118.528,4.88E-03,4.39E-03,-3.35E-05,-1.98E-04,5.54E-04,4.713041E-03
1120.457,4.24E-03,3.94E-03,1.47E-04,-2.06E-04,4.41E-04,4.319722E-03
1122.385,3.76E-03,3.64E-03,1.40E-04,-1.19E-04,3.80E-04,4.037424E-03
1124.314,3.91E-03,3.69E-03,5.18E-05,4.91E-04,1.48E-04,4.375459E-03
1126.242,4.18E-03,4.17E-03,-1.55E-04,3.13E-04,4.44E-05,4.373892E-03
1128.171,4.41E-03,4.21E-03,-1.89E-04,-5.26E-05,4.40E-04,4.407869E-03
1130.099,4.67E-03,3.59E-03,2.41E-05,-2.05E-04,3.41E-04,3.751483E-03
1132.028,4.74E-03,3.19E-03,7.18E-05,-5.13E-04,1.31E-04,2.883891E-03
1133.956,4.93E-03,3.71E-03,1.05E-04,-3.50E-04,-5.66E-05,3.410242E-03
1135.885,4.99E-03,4.05E-03,2.58E-05,1.84E-04,-3.12E-04,3.946123E-03
1137.813,4.83E-03,3.94E-03,-2.53E-04,4.03E-04,-2.78E-04,3.813886E-03
1139.742,4.78E-03,4.12E-03,-1.05E-04,2.21E-04,2.72E-04,4.505498E-03
1141.67,5.07E-03,4.38E-03,1.46E-04,-4.99E-05,4.14E-04,4.884824E-03
1143.599,5.57E-03,4.33E-03,5.36E-05,-3.68E-04,3.91E-04,4.402072E-03
1145.527,5.69E-03,4.45E-03,-1.47E-04,-9.88E-05,2.93E-04,4.501426E-03
1147.456,6.12E-03,4.50E-03,1.33E-04,4.58E-04,2.01E-04,5.291043E-03
1149.384,6.64E-03,4.19E-03,4.73E-04,8.77E-04,3.27E-04,5.870370E-03
1151.313,6.84E-03,3.94E-03,4.02E-04,9.97E-04,8.06E-04,6.147800E-03
1153.241,7.43E-03,4.16E-03,4.47E-05,1.13E-03,8.28E-04,6.162675E-03
1155.17,7.99E-03,4.36E-03,-2.56E-04,1.29E-03,5.25E-04,5.920972E-03
1157.098,8.44E-03,4.64E-03,-3.54E-04,1.41E-03,2.31E-04,5.929144E-03
1159.027,8.67E-03,5.01E-03,-3.75E-04,2.11E-03,3.52E-04,7.098057E-03
1160.955,9.11E-03,4.90E-03,-2.12E-04,2.76E-03,6.81E-04,8.127250E-03
1162.884,1.02E-02,4.71E-03,2.88E-04,3.57E-03,6.19E-04,9.184692E-03
1164.812,1.11E-02,4.51E-03,1.78E-04,4.88E-03,8.02E-04,1.037398E-02
1166.741,1.20E-02,4.02E-03,3.75E-05,6.11E-03,1.11E-03,1.128418E-02
1168.669,1.33E-02,3.45E-03,2.03E-04,6.97E-03,1.43E-03,1.204423E-02
1170.598,1.46E-02,3.56E-03,4.37E-04,7.82E-03,1.45E-03,1.327439E-02
1172.526,1.46E-02,3.70E-03,7.56E-04,8.30E-03,1.15E-03,1.390303E-02
1174.455,1.36E-02,3.20E-03,8.39E-04,7.80E-03,1.19E-03,1.301734E-02
1176.383,1.26E-02,2.87E-03,7.90E-04,6.46E-03,1.72E-03,1.184274E-02
1178.312,1.20E-02,3.07E-03,8.52E-04,4.99E-03,2.34E-03,1.124871E-02
1180.24,1.16E-02,3.17E-03,8.38E-04,3.71E-03,2.49E-03,1.020049E-02
1182.169,1.16E-02,3.06E-03,1.57E-03,3.06E-03,2.75E-03,1.044945E-02
1184.097,1.21E-02,3.30E-03,2.59E-03,2.86E-03,2.60E-03,1.135152E-02
1186.026,1.29E-02,3.07E-03,3.14E-03,2.84E-03,2.58E-03,1.163474E-02
1187.954,1.40E-02,2.75E-03,3.86E-03,2.60E-03,3.00E-03,1.221262E-02
1189.883,1.54E-02,2.59E-03,5.09E-03,2.44E-03,3.69E-03,1.379947E-02
1191.811,1.63E-02,2.14E-03,6.14E-03,2.61E-03,3.81E-03,1.470524E-02
1193.74,1.63E-02,2.17E-03,6.28E-03,2.99E-03,3.93E-03,1.537327E-02
1195.668,1.55E-02,2.04E-03,6.01E-03,3.01E-03,4.46E-03,1.552546E-02
1197.597,1.48E-02,1.86E-03,5.66E-03,2.15E-03,4.68E-03,1.434465E-02
1199.525,1.43E-02,1.83E-03,4.44E-03,1.72E-03,4.87E-03,1.285944E-02
1201.454,1.36E-02,1.28E-03,3.41E-03,2.16E-03,5.06E-03,1.191742E-02
1203.382,1.30E-02,6.67E-04,3.22E-03,2.62E-03,5.06E-03,1.156438E-02
1205.311,1.29E-02,8.32E-04,3.14E-03,2.74E-03,5.24E-03,1.195586E-02
1207.239,1.29E-02,1.30E-03,2.50E-03,3.02E-03,5.77E-03,1.259593E-02
1209.168,1.31E-02,1.16E-03,1.85E-03,3.35E-03,5.49E-03,1.184318E-02
1211.096,1.33E-02,1.03E-03,1.06E-03,3.39E-03,5.38E-03,1.086999E-02
1213.025,1.35E-02,1.15E-03,8.39E-04,3.74E-03,5.79E-03,1.151485E-02
1214.953,1.37E-02,1.35E-03,1.02E-03,4.47E-03,6.16E-03,1.300369E-02
1216.882,1.36E-02,1.35E-03,8.94E-04,4.95E-03,6.32E-03,1.351440E-02
1218.81,1.36E-02,1.13E-03,9.20E-04,5.17E-03,5.76E-03,1.297155E-02
1220.739,1.37E-02,1.39E-03,8.23E-04,5.41E-03,5.31E-03,1.293083E-02
1222.667,1.35E-02,1.94E-03,2.03E-04,5.53E-03,5.38E-03,1.305810E-02
1224.596,1.33E-02,2.19E-03,2.42E-04,5.41E-03,4.96E-03,1.279721E-02
1226.524,1.31E-02,1.98E-03,7.92E-04,4.81E-03,4.48E-03,1.206665E-02
1228.453,1.25E-02,1.89E-03,8.02E-04,4.75E-03,4.29E-03,1.173664E-02
1230.381,1.21E-02,2.10E-03,6.49E-04,4.85E-03,4.20E-03,1.181003E-02
1232.31,1.18E-02,2.55E-03,5.29E-04,4.43E-03,4.02E-03,1.153106E-02
1234.238,1.11E-02,2.69E-03,3.19E-04,4.00E-03,3.52E-03,1.053484E-02
1236.167,1.06E-02,2.57E-03,1.44E-04,3.87E-03,3.03E-03,9.610530E-03
1238.095,1.05E-02,2.27E-03,2.67E-04,3.89E-03,3.10E-03,9.528117E-03
1240.024,1.03E-02,2.33E-03,2.23E-04,3.90E-03,3.00E-03,9.456162E-03
1241.952,1.02E-02,2.60E-03,1.99E-04,3.88E-03,2.42E-03,9.097898E-03
1243.881,1.01E-02,2.69E-03,5.97E-04,3.95E-03,2.13E-03,9.367963E-03
1245.809,1.01E-02,2.79E-03,8.54E-04,4.17E-03,2.16E-03,9.966375E-03
1247.738,9.99E-03,2.82E-03,7.38E-04,4.62E-03,2.12E-03,1.030048E-02
1249.666,9.96E-03,3.10E-03,6.50E-04,4.92E-03,1.83E-03,1.049854E-02
1251.595,9.79E-03,3.45E-03,6.64E-04,4.80E-03,1.23E-03,1.013978E-02
1253.523,9.51E-03,3.23E-03,9.94E-04,4.56E-03,9.80E-04,9.764622E-03
1255.452,9.03E-03,2.80E-03,8.93E-04,4.60E-03,9.21E-04,9.207946E-03
1257.38,8.79E-03,2.55E-03,5.59E-04,4.38E-03,7.29E-04,8.212826E-03
1259.309,8.88E-03,2.35E-03,4.25E-04,3.93E-03,6.00E-04,7.303207E-03
1261.237,8.72E-03,2.65E-03,5.22E-04,3.78E-03,6.20E-04,7.569516E-03
1263.166,8.05E-03,3.08E-03,5.85E-04,3.73E-03,8.35E-04,8.230808E-03
1265.094,7.58E-03,2.98E-03,3.81E-04,3.45E-03,8.01E-04,7.604051E-03
1267.023,7.36E-03,2.71E-03,8.20E-04,2.98E-03,4.01E-04,6.920418E-03
1268.951,6.96E-03,2.62E-03,1.12E-03,2.76E-03,3.98E-04,6.887413E-03
1270.88,6.85E-03,2.46E-03,1.11E-03,2.55E-03,5.65E-04,6.678779E-03
1272.808,6.79E-03,2.26E-03,1.15E-03,2.42E-03,7.06E-04,6.539120E-03
1274.737,6.70E-03,2.30E-03,1.03E-03,2.65E-03,5.46E-04,6.528845E-03
1276.665,6.71E-03,2.15E-03,1.33E-03,2.96E-03,3.80E-04,6.814983E-03
1278.594,6.87E-03,1.79E-03,1.84E-03,2.79E-03,4.92E-04,6.915131E-03
1280.522,7.19E-03,1.83E-03,2.31E-03,2.55E-03,3.35E-04,7.028477E-03
1282.451,7.59E-03,1.77E-03,2.71E-03,2.74E-03,-6.34E-05,7.152567E-03
1284.379,7.82E-03,1.75E-03,2.68E-03,2.77E-03,-7.83E-05,7.121980E-03
1286.308,7.64E-03,1.76E-03,2.69E-03,2.52E-03,2.55E-04,7.234571E-03
1288.236,7.35E-03,1.63E-03,2.67E-03,2.88E-03,3.75E-04,7.562853E-03
1290.165,6.79E-03,1.62E-03,2.65E-03,3.03E-03,1.05E-04,7.406054E-03
1292.093,6.54E-03,1.56E-03,2.09E-03,2.76E-03,3.15E-05,6.446583E-03
1294.022,6.25E-03,1.39E-03,1.54E-03,2.60E-03,2.40E-04,5.776098E-03
1295.95,5.70E-03,1.54E-03,1.30E-03,2.45E-03,2.23E-04,5.525502E-03
1297.879,5.48E-03,1.91E-03,1.22E-03,2.29E-03,-1.38E-04,5.288826E-03
1299.807,5.15E-03,1.70E-03,9.74E-04,2.28E-03,-3.79E-04,4.574768E-03
1301.736,4.84E-03,1.59E-03,1.05E-03,2.39E-03,-2.81E-04,4.757066E-03
1303.664,4.66E-03,1.58E-03,1.08E-03,2.32E-03,1.10E-04,5.089306E-03
1305.593,4.59E-03,1.70E-03,7.95E-04,2.02E-03,2.14E-04,4.729594E-03
1307.521,4.73E-03,2.26E-03,2.48E-04,1.70E-03,3.47E-04,4.555336E-03
1309.45,4.79E-03,2.42E-03,3.64E-04,1.77E-03,3.23E-04,4.870903E-03
1311.378,4.58E-03,2.31E-03,5.72E-04,1.74E-03,3.78E-04,4.994070E-03
1313.307,4.52E-03,2.36E-03,6.99E-04,1.58E-03,5.98E-04,5.234809E-03
1315.235,4.76E-03,2.37E-03,7.65E-04,1.82E-03,4.33E-04,5.388685E-03
1317.164,4.91E-03,2.26E-03,6.57E-04,2.04E-03,1.95E-04,5.155953E-03
1319.092,4.88E-03,2.00E-03,8.81E-04,2.05E-03,-8.51E-06,4.919578E-03
1321.021,5.09E-03,1.75E-03,1.34E-03,1.86E-03,-1.33E-04,4.809977E-03
1322.949,5.46E-03,1.86E-03,1.18E-03,1.87E-03,-3.00E-05,4.877444E-03
1324.878,5.48E-03,2.18E-03,9.80E-04,2.08E-03,2.86E-04,5.527002E-03
1326.806,5.35E-03,2.28E-03,1.12E-03,2.07E-03,2.57E-04,5.726177E-03
1328.735,5.73E-03,2.26E-03,1.02E-03,2.13E-03,4.22E-04,5.831305E-03
1330.663,6.35E-03,2.57E-03,9.59E-04,2.16E-03,5.85E-04,6.275238E-03
1332.592,6.78E-03,2.91E-03,1.26E-03,2.19E-03,4.43E-04,6.804313E-03
1334.52,7.17E-03,2.75E-03,1.27E-03,2.49E-03,4.22E-04,6.932674E-03
1336.449,7.87E-03,2.69E-03,1.13E-03,2.74E-03,4.66E-04,7.022087E-03
1338.377,8.39E-03,3.05E-03,1.40E-03,3.06E-03,6.67E-04,8.176114E-03
1340.306,8.71E-03,3.45E-03,1.70E-03,3.02E-03,5.73E-04,8.748522E-03
1342.234,8.85E-03,3.49E-03,1.70E-03,3.19E-03,5.53E-04,8.931652E-03
1344.163,8.90E-03,3.37E-03,1.81E-03,3.37E-03,6.06E-04,9.155536E-03
1346.091,8.97E-03,3.34E-03,1.65E-03,3.32E-03,5.09E-04,8.816213E-03
1348.02,9.24E-03,3.47E-03,1.83E-03,3.55E-03,5.42E-04,9.389555E-03
1349.948,9.58E-03,3.40E-03,2.23E-03,4.12E-03,7.65E-04,1.051338E-02
1351.877,9.83E-03,2.97E-03,1.99E-03,4.40E-03,9.48E-04,1.030644E-02
1353.805,1.01E-02,2.89E-03,1.48E-03,4.54E-03,8.18E-04,9.720614E-03
1355.734,1.04E-02,3.06E-03,1.55E-03,4.89E-03,7.59E-04,1.025766E-02
1357.662,1.08E-02,2.85E-03,1.98E-03,5.31E-03,8.71E-04,1.101228E-02
1359.591,1.09E-02,2.57E-03,2.18E-03,5.54E-03,6.17E-04,1.089837E-02
1361.519,1.11E-02,2.36E-03,1.95E-03,5.39E-03,4.45E-04,1.013945E-02
1363.448,1.12E-02,1.94E-03,1.63E-03,5.37E-03,7.44E-04,9.686558E-03
1365.376,1.17E-02,1.97E-03,1.56E-03,5.82E-03,1.12E-03,1.046576E-02
1367.305,1.21E-02,2.41E-03,2.12E-03,6.22E-03,1.24E-03,1.199066E-02
1369.233,1.24E-02,2.55E-03,2.52E-03,6.44E-03,1.45E-03,1.296344E-02
1371.161,1.29E-02,2.68E-03,2.67E-03,6.87E-03,1.40E-03,1.362230E-02
1373.09,1.31E-02,2.65E-03,2.39E-03,6.90E-03,1.29E-03,1.323266E-02
1375.019,1.32E-02,2.34E-03,2.07E-03,6.62E-03,1.72E-03,1.275265E-02
1376.947,1.29E-02,2.24E-03,1.93E-03,6.27E-03,1.80E-03,1.223287E-02
1378.875,1.24E-02,2.33E-03,1.62E-03,6.11E-03,1.45E-03,1.150930E-02
1380.804,1.15E-02,2.38E-03,1.59E-03,5.65E-03,1.51E-03,1.112605E-02
1382.733,1.09E-02,2.49E-03,1.62E-03,4.92E-03,1.78E-03,1.081591E-02
1384.661,1.07E-02,2.40E-03,1.51E-03,4.51E-03,2.05E-03,1.047589E-02
1386.589,1.08E-02,2.46E-03,1.62E-03,4.35E-03,2.27E-03,1.069373E-02
1388.518,1.11E-02,2.63E-03,1.92E-03,4.49E-03,2.14E-03,1.118432E-02
1390.447,1.17E-02,2.89E-03,1.96E-03,4.88E-03,2.05E-03,1.177748E-02
1392.375,1.25E-02,3.10E-03,1.96E-03,4.84E-03,2.30E-03,1.219892E-02
1394.303,1.33E-02,2.80E-03,2.39E-03,4.76E-03,2.48E-03,1.243330E-02
1396.232,1.42E-02,2.59E-03,3.09E-03,5.15E-03,2.62E-03,1.344606E-02
